Order_ID,Date,Customer_Name,Region,Category,Quantity,Sales,Profit,Month,Profit_Percentage
67a9c378-7c65-41e5-82e2-e662f728b4fa,2023-11-24,Steve Williams,North,Books,3,904.49,76.78,November,0.08488761622571836
37ebdcd9-e87a-4613-a443-df789558867f,2023-12-23,Elizabeth Woods,South,Electronics,10,700.03,40.21,December,0.05744039541162522
e8e5216a-fcbd-44c3-8021-2ef7cca5a5a1,2023-07-16,Charles Davis,South,Groceries,10,1520.14,89.53,July,0.05889589116791874
d9b8a714-e61a-441c-92e0-c8b2bad640fb,2023-07-26,Dr. Stephanie Collins,West,Books,4,121.88,16.44,July,0.13488677387594356
e9bb17bc-a3f2-49bf-9c63-16b950f24455,2023-09-23,Justin Gomez,North,Clothing,5,1579.85,175.42,September,0.11103585783460455
eb2083e6-ce16-4dba-8ff1-8e0242af9fc3,2023-03-21,Karen Grimes,West,Groceries,10,329.32,62.36,March,0.1893598931130815
ab0c1681-c8f8-43d0-9329-0a4cb5d32b16,2023-08-02,Anna Larsen,South,Books,5,696.5,54.28,August,0.07793251974156497
b421eaeb-5340-47ca-baf3-897a3e70f16a,2023-08-31,Johnny Dillon,South,Sports,7,1685.88,295.59,August,0.1753327638977863
cd9d2b7d-247a-4333-b7b0-b7d2cda8056c,2023-12-05,Thomas Walker,South,Sports,10,911.95,53.58,December,0.05875322111957892
7d41e602-eece-428b-bf7b-118e820865d6,2023-07-30,Bobby Flores,North,Clothing,9,1832.25,154.23,July,0.08417519443307409
8a5006c1-ec18-4efb-9080-e66e552f233a,2023-02-12,Eddie Martinez,West,Clothing,3,1035.0,139.91,February,0.13517874396135265
cc457821-98a6-416d-9775-336d71eacd05,2023-03-20,Lindsey Matthews,South,Clothing,5,1136.89,226.66,March,0.1993684525327868
9cdeb3e6-0870-415c-afcd-81b5d24bace4,2023-05-30,David White,East,Books,6,1979.79,128.62,May,0.06496648634451128
ec62b2c8-2648-4e38-a074-05eb215663ab,2023-09-13,Benjamin Shelton,North,Sports,10,1660.54,179.58,September,0.10814554301612729
d67e55fd-642b-4a42-aef9-c00b8a64c1b9,2023-01-16,Stephanie Leblanc,East,Clothing,5,234.65,43.86,January,0.18691668442360962
96fd35d0-adf2-4806-a521-460637176e84,2023-10-01,Kelly Young,South,Electronics,8,133.16,24.36,October,0.1829378191649144
b341facd-ff0a-40f1-a425-799aa905d750,2023-11-17,Lauren Hayes,East,Home Decor,5,118.55,28.37,November,0.23930830873049347
d8570102-55d4-4936-a151-5607964a870c,2023-12-23,Mrs. Erika Wilson,South,Electronics,2,1449.02,188.87,December,0.1303432664835544
2ba4b180-cb69-4a38-9f3f-563838701a14,2023-03-15,Nicholas Wilson,North,Sports,4,1732.46,260.92,March,0.15060665181302887
0b9475b1-3801-4b47-b29a-8b06daf66c5f,2023-05-10,Antonio Logan,East,Home Decor,7,410.68,90.62,May,0.22065842018116297
1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,2023-11-14,Susan Ferguson,South,Books,4,1957.57,249.76,November,0.1275867529641341
fb0323a1-d576-4415-9ec1-7dbe176ea1b1,2023-09-04,Ronald Wilson,West,Home Decor,4,1722.44,243.9,September,0.14160144910708064
7aaf0e89-1fb7-47fa-b7d6-467b2f5a522a,2023-02-15,Alex Woodward,North,Electronics,6,212.38,49.03,February,0.23085977964026747
19fbeb1d-9edf-43da-acf5-5b158b53031d,2023-03-23,Amy Shelton,South,Groceries,5,738.9,74.61,March,0.10097442143727162
0fa07a3f-2e29-4065-afa2-31e959acdd98,2023-11-21,Daniel Lucas,East,Groceries,6,1801.94,300.69,November,0.16687015105941375
5bca47be-4298-47c5-b308-fb2e642aad48,2023-07-15,Kyle Lyons,North,Electronics,1,1270.18,122.72,July,0.09661622762128201
3412fc12-ac32-4c12-b29c-467d2b5f6932,2023-12-18,Sara Sellers,South,Home Decor,1,749.54,144.41,December,0.19266483443178484
1e01a934-402d-4baf-878b-9f6b57a1cb71,2023-10-26,Michael Bruce,South,Books,7,625.1,129.89,October,0.20779075347944326
91b15f5d-e66c-436e-a8ef-8f5fae68690a,2023-08-20,Mary Smith,East,Books,6,148.12,17.38,August,0.1173372940858763
27460f22-403d-4f83-a859-890cd670f668,2023-12-06,Emily Howard,South,Groceries,7,695.83,83.21,December,0.11958380638949168
47e7f593-8b58-45ca-8bb2-c3f0bd30291a,2023-08-06,Judith Miller,North,Electronics,3,870.52,180.87,August,0.20777236594219547
971c702d-5bf4-4c04-ac64-2b4c49b25ded,2023-02-22,Troy Bell,South,Sports,1,568.71,62.37,February,0.1096692514638392
d432f8db-6a17-4c1c-bf9c-c545635518f7,2023-12-13,Lisa Baldwin,South,Clothing,1,1532.2,150.73,December,0.09837488578514553
a32c9b6f-391c-4046-bd4a-5d5128fafd04,2023-09-10,Kristopher Hale,North,Sports,4,844.12,99.54,September,0.1179216225181254
df26f517-66fa-4989-8813-5d586a1689ad,2023-06-24,Shawn Carroll,South,Clothing,9,147.21,17.07,June,0.11595679641328714
425cb200-105a-4a6b-b202-99e32a69acc7,2023-09-30,Patricia Fletcher,North,Books,10,986.55,235.09,September,0.23829506867366076
0004884c-c167-433f-9a9e-43108fb83bab,2023-09-30,Joseph Freeman,West,Books,4,481.68,48.91,September,0.10154044178707855
e00111e5-d29d-45df-8f1d-a1100cc36d8c,2023-12-10,Gabriel Monroe,South,Sports,4,1235.1,172.81,December,0.13991579629179823
b9bdee2d-d663-449d-955e-18b1fa83ada4,2023-11-12,Joshua Mccarty,East,Groceries,2,1223.1,253.99,November,0.207660861744747
c1378be5-b7a2-4e0a-83a8-987936a98d74,2023-02-20,Mrs. Meghan Stewart,South,Groceries,7,1675.78,227.89,February,0.13599040446836697
dfa7c6ed-32d1-481b-a636-425c9bbd750d,2023-01-01,Miss Lisa Lee,West,Groceries,9,207.22,39.4,January,0.1901360872502654
a0acf4c9-658d-417e-ac3a-a314da9bb017,2023-04-28,William Garcia,East,Clothing,8,1431.57,211.27,April,0.14757923119372438
2227d96d-41a9-4f90-9c82-15271da3b7e2,2023-02-01,Thomas Marsh,South,Clothing,10,387.4,33.67,February,0.08691275167785235
d9ead926-4745-4d9e-a789-6389df3277fd,2023-09-11,Marilyn Reed,South,Sports,6,1326.56,125.18,September,0.0943643710047039
f03d866a-5dec-406a-b24d-fdd850910bdc,2023-01-08,Daniel Green,North,Electronics,7,1020.11,125.61,January,0.12313377969042553
7e969cf3-a7c5-4b87-9b8b-71a1b38a05fb,2023-08-09,Amanda Curry,East,Sports,5,1549.5,205.51,August,0.1326298806066473
35354579-2da4-4da1-89b5-b368df14c612,2023-10-04,Judy Graham,West,Groceries,3,786.63,182.83,October,0.23242185017098257
5e00ea6d-ca24-4e4d-9667-2017555a4085,2023-05-26,Alexa Hernandez,South,Electronics,5,1085.88,57.89,May,0.05331159980845029
fb5eb866-2640-411e-a9f2-c3c74505f4f6,2023-10-07,Richard Johnson,West,Clothing,1,1490.88,186.73,October,0.12524817557415752
bb0378eb-7a62-422e-9d69-d9fc4b1cb8bd,2023-08-15,James Kelley,South,Groceries,5,1348.77,250.43,August,0.18567287232070703
673617d9-4d7b-4307-9224-11e6ba8982dd,2023-04-04,Elizabeth Vincent,East,Groceries,4,399.74,86.02,April,0.2151898734177215
564ae909-7958-4e69-bb2e-1b82e89dc815,2023-11-21,Jason Garcia,North,Clothing,1,1627.73,113.12,November,0.0694955551596395
6d316b4a-7f6b-4793-b318-ad4c1db2b452,2023-11-23,Robin Martinez,North,Books,7,536.84,49.17,November,0.091591535653081
90823eda-a072-4aa0-aaa3-6cf7eb70ba65,2023-01-15,Nicholas Kline,East,Groceries,2,149.64,9.32,January,0.062282812082330934
bff773ce-32b2-4492-95ac-e7a1ceca2ee3,2023-05-26,Wendy Miller,West,Groceries,9,445.75,88.49,May,0.19851934941110486
eb8f2056-72d3-4c5d-8a31-b24384dd6da6,2023-03-27,Adam Long,North,Home Decor,1,741.6,111.03,March,0.1497168284789644
fd0ba70e-385a-4463-9e4a-f862156af458,2023-07-09,Michelle Robinson,North,Groceries,5,480.74,66.44,July,0.13820360277904895
dd138266-d26d-4396-9058-fe8c1d7173e5,2023-04-12,Carol Lee,South,Clothing,10,821.81,111.6,April,0.13579781214635986
7f411fed-1e70-4799-b3a1-d1c2ad4ab155,2023-11-28,Stephanie Hayes,East,Books,5,125.96,7.21,November,0.05724039377580185
25777cf0-9f98-4188-b744-da64cc249558,2023-06-04,Martin Shea,West,Books,7,1646.06,203.52,June,0.12364069353486508
98a33736-fd1a-47ce-9ad0-a6f226bdd974,2023-02-10,James Payne,West,Books,8,646.75,81.02,February,0.12527251642829532
ade7cef3-7ed2-4c2f-856f-3d95e0ae1a1b,2023-07-09,Jared Frazier,North,Home Decor,3,898.75,62.36,July,0.06938525730180807
33b5b3ce-dfec-4623-ab89-9605a2939b3b,2023-12-23,Sandra Bolton,North,Home Decor,10,782.36,105.18,December,0.13443938851679535
51797350-e625-4403-bf3d-f0bbf66ac168,2023-07-30,Colleen Peterson,South,Electronics,5,325.22,33.84,July,0.10405264128897362
d7a3283c-27e9-49e2-88bf-23fb9a431f7a,2023-11-14,Joseph Baxter,South,Home Decor,4,484.14,82.72,November,0.17085966869087454
843b2a7d-15ab-4c21-8cc9-3ff710fce97d,2023-05-28,Michelle Roman,West,Sports,4,1532.96,356.84,May,0.23277841561423648
d80d6a1c-c247-4fd6-83e9-ba024cea2df0,2023-12-04,Andrea Anderson,West,Groceries,10,649.87,129.36,December,0.19905519565451554
5f0ef320-f7f6-4e7f-b5f2-bc20a7f5195c,2023-06-24,Christopher Hernandez,North,Groceries,3,449.55,22.51,June,0.05007229451673896
ce1bb02a-cb4d-48d6-adb6-da351734a26c,2023-07-16,Joseph Johnson,North,Electronics,2,1406.19,162.8,July,0.1157738285722413
4a276dda-34c3-494a-812e-a9b8e7e13ed8,2023-07-21,Wanda Burgess,East,Electronics,10,1390.84,291.9,July,0.2098731701705444
63794035-f8e4-4086-8a81-9c6fd872298c,2023-07-27,Jennifer Kaufman,West,Clothing,7,130.1,20.6,July,0.1583397386625673
bda17da2-000f-463d-a2a0-1335a83023ab,2023-08-24,Sarah Yates,East,Groceries,8,1981.63,483.35,August,0.24391536260553182
f164f9d8-4312-4ce2-9c21-51e17e56ac3d,2023-03-12,Kelly Cook,West,Clothing,1,856.54,164.53,March,0.19208676769327762
ef7e85ec-a417-456f-a9ee-7f3d0ff030b8,2023-11-17,Jason Patrick,South,Sports,4,443.83,76.72,November,0.17285897753644414
6af944e0-7b38-485b-8932-f5b6f11ddff7,2023-02-19,Nicholas Cook,East,Clothing,7,1247.43,98.64,February,0.07907457733099252
5a4f4145-fc98-4279-8f6f-111c26c06e67,2023-02-24,Scott Love DDS,South,Sports,8,1120.28,205.62,February,0.18354339986431964
26c00984-c734-4b05-b88c-31f619faa06e,2023-06-09,John Ellis,South,Home Decor,1,523.25,117.2,June,0.22398471094123268
a6245b59-8c94-4f98-b338-6c3e1af4787f,2023-01-08,Luis Soto,South,Sports,2,1046.91,187.22,January,0.17883103609670362
9c30ceaa-0f66-432d-a19b-58371c6a4b5e,2023-05-15,Richard Waters,South,Sports,1,605.1,67.78,May,0.11201454305073541
b6af98b2-aeba-42d0-b830-32491fd3af07,2023-09-30,Mark Morgan,South,Groceries,4,248.11,16.5,September,0.06650276087219378
eab9221b-4b36-4545-8ca1-a034633cbf79,2023-08-30,Samuel Mullen,East,Home Decor,9,1898.29,451.88,August,0.2380458201855354
feef71cb-c915-4113-9c45-488d84dda9b9,2023-10-17,Melanie Patrick,North,Home Decor,1,956.89,81.6,October,0.08527625954916447
ca20854d-5b47-4c43-b499-b28c30c32323,2023-03-15,James Watson,North,Sports,10,1101.92,151.84,March,0.13779584724843907
06d2ed7c-e6ac-4d8a-8160-ff927c7550f2,2023-09-03,Andrew Villa,East,Groceries,7,936.51,187.43,September,0.20013667766494753
e27ac8e9-d1c3-41bc-86be-643217ee0eb0,2023-07-21,Laura Robinson,South,Sports,6,1185.48,235.66,July,0.1987886763167662
1d0ab994-f20b-475d-8e28-e67481d1bf06,2023-12-12,Kathryn Mills,North,Books,5,1919.53,242.07,December,0.12610899543117327
101bb5fa-6a67-4623-9ad1-daaaef8d9ff0,2023-02-26,Keith Livingston,South,Books,2,1190.77,143.15,February,0.12021633060960556
afb918c8-6e5b-4c20-b25c-2675ca9571e4,2023-02-08,Christopher Blevins,North,Home Decor,4,1424.29,147.31,February,0.10342697063098105
5a3da367-141b-4a1b-80a9-78bfb8f8903b,2023-06-11,Thomas Rivers,West,Home Decor,3,1168.79,270.42,June,0.23136748261022086
f96d4403-d48c-43f3-828d-042b2d8b5b41,2023-01-28,Michael Reed,North,Books,1,1708.18,403.56,January,0.23625144891053634
a8b56f85-346d-4b7e-80d3-d1af353e0c86,2023-03-31,Andrea Barry,North,Sports,9,357.11,85.72,March,0.24003808350368233
064f768d-b080-4003-9e7f-503c4b1347f6,2023-09-19,Stephanie Adkins,North,Home Decor,6,1118.42,257.63,September,0.23035174621340818
b51d70d8-582d-4972-ba08-9ca81cc5a8a0,2023-12-29,Shannon Lopez,South,Sports,4,1180.74,72.36,December,0.06128360180903501
4bdd5f99-4ae9-4e11-b5fe-0213792ecd75,2023-04-11,Vincent Cox,West,Books,2,1111.38,208.8,April,0.18787453436268423
1a42b629-14af-4646-be32-16bd97d01e70,2023-12-30,Kristen Murphy,East,Home Decor,6,852.74,202.04,December,0.23693036564486245
390a9016-cdec-45da-a00f-7753f217faac,2023-07-27,Brooke Hurst,West,Home Decor,1,71.76,12.49,July,0.17405239687848384
0bd7696f-a9c7-4e7b-ab77-0df15f59aa2c,2023-05-03,Cynthia White,East,Groceries,5,498.4,88.16,May,0.1768860353130016
4ca49aaf-6b94-4e09-a1cc-14b312bdf75f,2023-12-01,Alex Miller,West,Home Decor,2,858.64,168.44,December,0.19617068853069972
15a5712c-5ac4-46c7-a310-34dd4c4b91fe,2023-08-02,Timothy Garza,West,Home Decor,1,1476.87,176.87,August,0.11976003304285415
02284fd9-689b-4a65-a05d-d4d60ecfb95b,2023-04-07,Jacob Rush,North,Sports,3,1297.09,317.38,April,0.24468618214618879
788c161e-f3cc-4d8a-8b16-78e45f20f406,2023-06-12,Stephanie Alexander,East,Groceries,4,661.19,122.14,June,0.18472753671410638
27649a62-b02d-452c-9b05-0db28ee4fd02,2023-02-05,Rebecca Hill,West,Electronics,1,453.83,105.92,February,0.23339135799748806
3f7a2748-2cbb-43c2-ae84-f8ea6bf4d047,2023-11-06,Tanya Lopez,North,Clothing,3,1345.7,114.11,November,0.08479601694285502
7bb8c2f1-1624-4318-a326-52e8a1ab17c0,2023-06-26,Joseph Kelly,West,Electronics,6,1719.19,400.52,June,0.2329701778162972
37fef6b5-01fd-4698-b646-57ca9e65736c,2023-10-21,Aaron Hale,North,Home Decor,10,292.86,50.22,October,0.17148125384142593
b4cfafa8-6c98-473d-a7fe-1b4b9bf1f1d1,2023-04-26,William Turner,North,Sports,1,313.09,78.2,April,0.2497684371905842
67c21355-c312-4af6-8b32-992a3b7c1f9a,2023-10-19,Michael Wolf,North,Sports,6,640.19,45.36,October,0.07085396522907261
41aef3f7-0010-4824-8a61-4be3ab2212c9,2023-04-19,Alison Nelson,South,Groceries,9,706.39,109.17,April,0.15454635541273234
5a9414b8-40aa-4c7a-bf1d-f6871a1ec042,2023-06-04,Lauren Foster,North,Electronics,9,1808.24,439.67,June,0.2431480334468876
cad00273-1209-41ea-8913-508715d38ca9,2023-04-21,Megan Gonzalez,North,Electronics,1,692.5,69.52,April,0.1003898916967509
c31277fd-eb83-4f16-a404-d8083fc18c00,2023-04-12,Gerald Moreno,West,Sports,5,1841.19,180.69,April,0.09813761751910449
a08c3a00-85e7-4250-92f0-78b822696227,2023-03-05,Scott Campbell,South,Sports,6,1262.68,310.94,March,0.24625399942978426
e76f8a76-c74f-41cd-bdce-29ef674610eb,2023-03-23,Jennifer Walters,North,Groceries,7,1733.28,190.43,March,0.10986684205667867
b270af55-1f90-48d5-a835-bcdb2347b24f,2023-11-03,Jeremy Carroll,North,Books,1,285.08,35.1,November,0.12312333380103832
a1d20ebc-5aa3-492a-8c88-b9d8ab12fb53,2023-02-16,Kevin Taylor,South,Home Decor,7,734.58,50.1,February,0.06820223801355876
a6ed0ac0-7e22-41b7-9178-30328066b49b,2023-07-03,Claudia Burns,East,Sports,4,1691.27,302.48,July,0.17884784806683737
068a3c38-3739-476a-9f03-2cdce32866d3,2023-01-24,Charles Simpson,East,Books,1,1561.19,198.73,January,0.12729392322523203
afd86432-1103-4083-ba99-9f9b86de3365,2023-05-19,Stephen Smith,West,Groceries,10,310.46,34.47,May,0.11102879598015848
0a8aa1e4-5c7c-4c62-81a4-f7a165264961,2023-12-03,Travis Middleton,South,Groceries,5,1267.1,197.93,December,0.15620708704916741
e695f8ba-ba23-48fe-8ae3-02f3b31e9be8,2023-02-15,Zoe Marks,West,Books,8,1355.32,255.99,February,0.1888779033733731
5487b5c3-b762-4f49-b5fd-35376f1bdd07,2023-03-30,Kenneth Lee,South,Electronics,6,1843.04,334.94,March,0.18173235523917006
eee84bcb-7281-48a9-a5e4-979d6f6ddf79,2023-05-30,Javier Prince,South,Home Decor,1,88.22,17.82,May,0.20199501246882792
ca1209ad-5963-45b3-b1b2-21e42fd3b9f2,2023-10-03,Eugene Clark,North,Groceries,7,606.64,45.84,October,0.07556376104444153
